,text,label
456,Nissan  .0 crossover  .0 Petrol  X-Trail PandUrban Agglomeration,0
457,greeneyezman Hi Prashanth we've received your details via DM and have responded to it. We request you to check the same.,3
458,Where do you Source your used cars?,0
459,If you re searching through the classified ads for used cars then you can save a lot of time by calling the seller and asking the important questions first over the phone. During the conversation something could come up that will turn you off and this will save both your time and th,0
460,AmanKum24332794 Hi Aman we would like to know more about your concern. Kindly DM us your vehicle variant location &amp; contact details &amp; our team will contact you.,3
461,BMW  .0 sedan  .8 Petrol   Karnataka,0
462,"Ab LPT  pehle ke muqaable zyaada load uthaaye. 000 kg GVW ke saath ye IAL truck de zyaada kamaayi kam trips mein. 
 GoIAL httpst.co1GahO3Z4vY",3
463,Umairbaig Hi Umair our team tried multiple attempts to contact you on the provided number however they were unable to reach you. Also they have sent an SMS regarding the same. Kindly get in touch with our team on  for resolution of your concern.,3
464,Frame-cracks corrective welds or rusted through,0
465,Can I have an Independent inspection performed?,0
466,Stabilizer bar disconnected,0
467,NVN9119 Hi Navin thank you for writing to us. Please share your contact number via DM so that our team can connect with you to assist further.,3
468,mrityunjayap Hi Mrityunjaya thank you for writing to us. As per company policy we cannot disclose any information pertaining to our future product strategies. Stay tuned to our website and social media pages to catch the latest updates.,3
469,RahulHSC Hi Rahul we regret the inconvenience caused. Kindly DM us your vehicle variant location &amp; contact details &amp; our team will contact you.,3
470,Has anything on the car ever been replaced or updated?,0
471,w3bd3m0n Hi Vinit we sincerely apologize for the inconvenience caused. We've shared your concern with our team and they will soon connect with you to assist further.,3
472,What if I am not satisfied with condition of the vehicle you locate?,0
473,Saurabh61462614 Hi Saurabh thank you for sharing the requested details. We've highlighted your concern with the relevant team and you can rest assured that they'll connect with you soon to resolve it at the earliest.,3
474,"""From DMV fees who here knows what a """"HUT"""" is? to gas expenses to insurance here are the hidden fees that are assoc  ",0
475,ManishAswalman Hi Manish without the requested details we'd be unable to forward your concern to the relevant team for further assistance. Please share your vehicle model so that we can have our team assist you soon.,3
476,Have you ever wondered what it actually is???,0
477,Nissan  .955 crossover  .6 Diesel  Qashqai Wankaner,0
478,Get heightened performance with technologically advanced Tata INTRA. It is India s First compact Truck which comes with Electronic Dashboard Cluster. Find more details here httpst.cod1V50kD1fF  TataIntra  Indias1stCompactTruck httpst.coJ18xlFgfe0,3
479,We take pride in delivering cars that meet and exceed industry standards for reconditioning.,0
480,The LPT  CRX comes with a powerful TATA  CR Engine that generates  kW   rmin and is suitable for use across all kinds of terrain. The massive engine achieves a peak torque of  Nm   -  rmin and has a ground clearance of  mm.  TataTrucks  DeshKeTruck httpst.coEb1b3NeapQ,3
481,Anish93271582 Hi Anish we're disappointed to know about the experience you've had. Please share your vehicle model contact information vehicle chassis number and dealer details via DM so that our team can connect with you for quicker assistance.,3
482,aftabmohd317                                              |                            |,3
483,"""Trade-in your current vehicle for something new or sell it without buying another!",0
484,You do not have a right,0
485, NewCar  Insurance  ,0
486,iamaggarwaladi Hi Aditya we would really like to know what went wrong. Please elaborate on your concern so that we can better assist you with it.,3
487,Buying a car is a big investment and it s not always an easy decision. You may even have other cars that you re considering at other dealerships.,0
488,Toyota  .0 crossover  .5 Diesel  Land Cruiser  Chirala,0
489,Isaac_R_King Hi thank you for writing to us.  However currently we're not available in your location and would suggest you visit our website by clicking here httpst.colhlWXoVZ86 to check our presence in different regions.,3
490,It s important that you take the car to a mechanic for a pre-purchase inspection so you can get an expert s opinion on what s happening with the car under the hood. If the seller hesitates then this could be a red flag that there s something they don t want you to know.,0
491,bag189 Hi Ashish we would really like to know what went wrong. Please elaborate on your concern and also share your contact information vehicle model and dealer details via DM so that we can better assist with your concern.,3
492,vijayrb23 Hi Vijay we never want our customers to have such an experience with us. Please share your contact details via DM so that our team can connect with you to assist further.,3
493,"""RT PriceIsRight Zane is so excited to drive his new car... and by the looks of it so is his granddaughter!! ??",0
494,Diwakar_jpr We're glad to hear this Diwakar! Do get back to us if you need any further assistance and we d be glad to help you.,3
495,RickySe54129848 Hi Ricky we're disappointed to know about the experience you've had. Please share your contact information vehicle chassis number and dealer details via DM so that our team can connect with you for quicker assistance. httpst.coGpX5BQutJH,3
496,Pedal not firm under pressure (DOT spec.),0
497,BMW  .0 crossover  .0 Diesel  X5 Gujarat,0
498,Can I order a used car?,0
499, TriCountyLexus  Lexus  ,0
500,Land Rover  .0 vagon  .2 Diesel  Range Rover Evoque Yanam,0
501,Improper shifting or functioning in any gear,0
502,If recall work needs to be done the dealership will usually do it for free even if you are not the original owner of the car. If you have trouble finding a dealership that will check for safety recalls you should be able to get this information by calling the manufacturer or import,0
503,Attachments,0
504,"""Prices have been revealed for the more powerful performance-focused version of the Alpine A110 which goes on sale  ",0
505,Diwakar_jpr Alternatively you can also share your contact information via DM so our team can connect with you to take this forward.(22),3
506,bijay21201206 Hi Bijay we'd like to better understand your concern. Kindly elaborate on it via DM and we'd be glad to help.,3
507,New Delhi Citing poor performance and low mileage of electric cars made by Mahindra and Mahindra and Tata Motors senior government officials have refused to use them Mint reported on Wednesday quoting three people aware of the development.,0
508,"""Dave C. picked up the keys to his new  Kia Soul! Looking sharp Dave!  newcar  kiasoul  2020soul  andersonkia  ",0
509,sharad_goil Hi Sharad we never want our customers to have such an experience with us. Please share your contact details via DM so that our team can connect with you to assist further.,3
510,"Incredible styling is about to be enhanced twice over. Stay tuned to witness your favourite Harrier in a brand new avatar.
 AboveAll  DuetWithStyle httpst.coxbVbG2qmuD",3
511,bikramkapoor Hi Bikram we would really like to know what went wrong. Please elaborate on your concern and also share your contact information vehicle model and dealer details via DM so that we can have the relevant team connect with you to assist further. httpst.coGpX5BQutJH,3
512,gauravbhalani9 Hi Gaurav we're concerned to hear about the problems you've faced and we'd like to help you with this. Please share your contact information via DM so we can have the relevant team assist you soon.,3
513,dawar_shobin Hi Shobin we understand that our team has connected with you through a call and has taken your concern forward. Rest assured that it will be resolved soon. We appreciate your patience in the meantime.,3
514,Car Buyer Could you please brief about Dzire and Ciaz? So that I could decide which one I want to go for.,0
515,We got plenty of amazing deals happening. Contact us today -946-2272  chooseCarGeeks  newcar1,0
516,Has the car been in any accidents?,0
517,bitupan22 Hi Bitupan we're disappointed to hear this and would like to help you. Kindly provide your car chassis number contact information and dealer details via DM as it will help us to have the relevant team contact you for further assistance.,3
518,Tata INTRA is a new range of powerful compact and tough trucks by Tata Motors. Its tyres has less rolling resistance which gives you better fuel economy to make your business more profitable. For more information visit httpst.cod1V50kD1fF  TataIntra  Indias1stCompactTruck httpst.coSKJ4k5mRcO,3
519,adityaplaymkr Hi Aditya we're concerned to hear about the problems you've faced and we'd like to help you with this. Please share your contact information dealership details and vehicle chassis number via DM so we can have the relevant team assist you soon.,3
520,Do you offer financing?,0
521,Mercedes-Benz  .0 sedan  .8 Petrol  E-Class Ramngarh,0
522,Yes we do we can help with the process of buying a car sight unseen and assist with shipping quotes.,0
523,Prepare Questions to Ask When Buying a Car,0
524,Amitpra03571843 Hi Amit we're disappointed to know about the experience you've had. Please share your contact information via DM so that our team can connect with you for quicker assistance. httpst.coGpX5BQutJH,3
525,There are also consumer groups that you can contact. One such group is The Center for Auto Safety a national non-profit safety and consumer advocacy group that tracks complaints on lemons. It also has information packets on common defects. You can visit their website at ,0
526,Pradeep22254231 Hi Pradeep thank you for sharing above details. We request you to elaborate on your concern via DM so that we can soon have the relevant team assist you further.,3
527,Check the tires for uneven wear which may mean bad shocks misalignment or poor wheel balance.,0
528,Car Salesman Well sir at this car dealership we offer a free bumper to bumper warranty and we have very cheap extended warranties.,0
529,BVkrupaShankar2 Hi Shankar we are glad to hear this. Feel free to connect back with us if you require any further assistance and we'd be happy to help.,3
530,nittoo19 Hi Rajiv thank you for writing to us. We suggest you visit your nearest Tata Motors dealership to get the best guidance as per your query. To locate your nearest dealer please click the link here httpst.coLf8TfMkMk3.,3
531,To know more click- httpst.coTAnL4NU66R .  ConnectingAspirations  TigorEV httpst.cozS1KosiYOi,3
532,kamra1989 Thank you for sharing your contact number Mayank. We've shared it with the relevant team and they'll soon contact you for further assistance.,3
533,Mercedes-Benz  .0 sedan  .8 Gas  E-Class Telangana,0
534,Rahulkhera9876 Hi Rahul we would really like to know what went wrong. Please let us know via DM so that we can better assist you with it.,3
535,What are my legal rights when I buy a used car?,0
536,koushikroy62 Hi Koushik we would really like to know what went wrong. Please elaborate on your concern and also share your contact information and car chassis number via DM so that we can assist you further. httpst.coGpX5BQutJH,3
537,RT ETAuto  GaneshGadekar Head - Vehicle Safety Integration Passenger &amp; EVs Engineering Research Centre TataMotors says safety for th ,3
538,thegujjar8889 Hi is there anything specific we can assist you with? Please explain your concern in detail via DM and we'd be glad to help.,3
539,Has the car been involved in an accident? If so ask to see the repair order.,0
540,Mitsubishi  .0 crossover  .4 Petrol  Outlander Madhya Pradesh,0
541,The information on the pricing of any car is online.,0
542,amolsolao Hi Amol we would really like to know what went wrong. Please elaborate on your concern and also share your contact information vehicle model and dealer details via DM so that we can better assist with your concern.,3
543,Steering System,0
544,Car Salesman Not a problem sir. We have a nice brand new Honda Pilot SUV over here.,0
545,Where can I find help if things to wrong?,0
546,ShivaSreeramoju Hi Sreeramoju we regret the inconvenience you've had to face and have forwarded your to the relevant team. They will soon contact you to assist further.,3
547,"You should check your local newspapers to see the asking prices for the kind of car you are interested in buying or trading in. The ""asking price"" is simply the price the seller would like to get for the car and may not reflect the actual value of the car.",0
548,Wheels,0
549,prashant18910                            ?   DM                                                                           (12),3
550,iambhasi Hi Bhaskar we're disappointed to hear this and would like to help you. Kindly provide your vehicle model and contact details via DM as it will help us to have the relevant team contact you for further assistance. httpst.coGpX5BQutJH,3
551,vikrammanhas82 Hi Vikram thank you for your interest in the Harrier. Please share your contact details via DM so that our team can connect with you to assist further.,3
552,How is Maruti Alto  compared with Tata Nano?,0
553,Mercedes-Benz  .0 crossover  .0 Petrol  GLE-Class Haryana,0
554,Chevrolet  .0 sedan  .6 Petrol  Lacetti Bihar,0
555,BMW  .0 crossover  .0 Diesel  X5 Maharashtra,0
556,Structural parts bent or damaged,0
557,drsarinraj Hi Sarin yes the Harrier is currently available in CSD. Kindly share your contact details and location information via DM so that we can have the relevant team connect with you and take it forward.,3
558,DSChauh54573033 Thank you for helping us with the requested details. We've shared them with our team and they ll soon connect with you to assist further.,3
559,Look for mismatched or wavy paint which might mean that a fresh coat of paint is covering rust or other damage.,0
560,ashucreat Hi Ashish thank you for sharing the requested details. We've highlighted your concern with the relevant team and you can rest assured that they'll connect with you soon to resolve it at the earliest.,3
561,Honda  .0 sedan  .4 Petrol  Accord Haryana,0
562,Is it ok to drive Nano at  kmh speed?,0
563,Vishalraghu87 Hi Vishal we're disappointed to hear this and would like to help you. Kindly provide your car chassis number contact information and dealer details via DM as it will help us to have the relevant team connect with you for further assistance. httpst.coGpX5BQutJH,3
564,gopinadhdadi Hi Gopinadh we never want our customers to have such an experience with us. Please share your vehicle model and contact number via DM so that our team can connect with you to assist further.,3
565,Yes. Driving an automatic does not involve the left leg at all.,0
566,Toyota  .0 crossover  .7 Petrol  Land Cruiser Prado Nehtaur,0
567,RT jtperformanceIN Some start their day with an alarm clock. Then there are those who drive a JTP. Head to httpst.coAveQeMRXoD now! ,3
568,mariwala Hi Prateek we would really like to know what went wrong. Please elaborate on your concern and also share your contact information vehicle model and dealer details via DM so that we can better assist with your concern. httpst.coGpX5BQutJH,3
569,Rahul11600830 Hi Rahul thank you for your interest in Tata Nano. Please share your location details so that our team can connect with you to assist further.,3
570,If during your vehicle inspection or through your mechanic s inspection you discover a flaw that can be fixed see if it s possible to get this done before you purchase the vehicle. Negotiate a deal with the seller that works for both parties.,0
571,SwagataD  ItsFantastico to see that you're enjoying your experience with the Tata Tiago! Keep sharing your thoughts and feedback with us. We'd be glad to see them. ),3
572,RT ETAuto Panel discussion on 'Evolving for the Mobility Next' at  ETATS2019. Guillaume Gerondeau from Dassault Systemes J rgen Hase fro ,3
573,RudraPS82 Hi Rudra thank you for connecting with us. Every Nexon comes with  keys (Main Key+Spare key). Since the wearable key is an exclusive feature for the Nexon XZA+ variant it comes with  Wearable key and  Smart key fob. (12),3
574,JensonSamuel5 Hi Jenson we're concerned to know about your experience and want to help you with it. Kindly share your contact number car chassis number and the dealer details via DM as it will help us connect with you for further assistance.,3
575,praveenbadshah Hi Praveen thank you for the love and support. The technical specifications &amp; features of the  UrbanCarRedefined will be revealed soon. Stay tuned to our social media handles for more information about the Altroz. ),3
576, Congratulations to Miss. Antara on her  2019  Mazda  CX5  GS ????! Thank you for choosing  airportmazdaoftoronto for  ,0
577,"""Congratulations to Dan and Irene and their new Lexus ES .",0
578,Some car manufacturers offer excellent warranties that are longer than usual. On average most car warranties last up to  years or at least 000 miles.,0
579,AJAY_ACCENT Hi Ajay we regret the inconvenience caused and will definitely help you with this. Kindly share your contact details car chassis number and vehicle model via DM as it will help us to have the relevant team connect with you and assist further.,3
580,Guptavaibhav12 Hi Vaibhav we've received your details via DM and have acknowledged them. Kindly check and follow up there.,3
581,Prateek_bpl Hi Prateek we sincerely apologize for the inconvenience caused. We've shared your concern with our team and they will soon connect with you to assist further.,3
582,Skoda  .0 hatch  .4 Petrol  Octavia A7 Ranipet,0
583,rakesh27937316 Hi Rakesh do let us know the specifics of your query for us to take this forward.,3
584,Nissan  .0 hatch  nan Other  Leaf Kurnool,0
585,abhishekjnayak Hi Abhishek we'd really like to look into the concern you've raised. Please share your contact details and car chassis number via DM so that we can connect with you for further help.,3
586,The good news is that there are plenty of resources to help you learn about the history of a vehicle. In addition to a CARFAX Canada Vehicle History Report a test drive and a pre-purchase inspection by a licensed mechanic the seller of the vehicle can also shed light on any informat,0
587,deepak_salotra These are some impressive pictures Deepak! Keep sharing more pictures and videos of your journeys with your Tata Tiago.  ,3
588,"""RT DonnellyGroupNI We were delighted to hand over the keys to The Sullivans from Wexford collecting their new E Class Mercedes from Phil ""1",0
589,"""Alex dies in the sun Rulex_19 accidentally wins $20 brandonkarlis ACTUALLY SHOWS UP Amanda is Forest Gump and  ",0
590,"""View our wide range of affordable top quality pre-owned cars online. Contact us today for more information on our  ",0
591,Mercedes-Benz  .0 crossover  .0 Diesel  GLS  Muzaffarpur,0
592,Mercedes-Benz  .0 vagon  nan Other  E-Class Tiruppur,0
593,Mercedes-Benz  .0 sedan  .6 Petrol  C-Class Bhimavaram,0
594,"""Who loves that 'new car' smell???",0
595,A bright luminescent 'STOP' sign on the door of the SkoolBus acts as a cautionary signal to other drivers to slow down while children are boarding or alighting from the bus.  TataSkoolBus httpst.cogqbe3pC32e,3
596,ankurAg16677972 Hi Ankur thank you for sharing the requested details. We've highlighted your concern with the relevant team and you can rest assured that they'll connect with you soon to resolve it at the earliest.,3
597,ChhandakChakra2 Hi Chhandak we have responded to your concern via DM. Kindly check and acknowledge the same.,3
598,DSChauh54573033 For any further assistance we request you to get in touch with them and they will surely help you with it. (22),3
599,Car Buyer Hey!,0
600,sky_is_hidden Hi Gagan we sincerely apologize for the inconvenience caused. We've shared your concern with our team and they will soon connect with you to assist further.,3
601,Aap ki pehli kamai mein chupi hoti hai aap ke parivaar ki khushi. Shuru karo apna kaarobaar Tata Ace Gold ke saath aur kamao kam se kam   000 har mahina. Conditions apply.  KaamyabiKalAajAurKal  TataAceGold httpst.cozKpYR6WXoN,3
602,Can I take the car for an independent inspection?,0
603,"""Our expert leasing consultant shares why more people are leasing cars. ",0
604,chandan467 Hi Chandan thank you for sharing the requested details. We've highlighted your concern with the relevant team and you can rest assured that they'll connect with you soon to resolve it at the earliest.,3
605,Car Seller Sure sir. We will have a look at Dzire first. It s a sedan car. Which model do you need?,0
606,Customer Yes. My wife and I are about to have a baby. We need a car with more room.,0
607,sakindian Hi Shailesh we're disappointed to know about the experience you've had. Please share your contact information vehicle chassis number and dealer details via DM so that our team can connect with you for quicker assistance.,3
608,Ford  .0 crossover  .5 Diesel  Kuga Mulbagal,0
609,mangal_1988 Hi Mangal we are glad to hear that your concern has been resolved. If you require any further assistance feel free to get back to us and we'd be happy to help.,3
610, certifiedpreowned  preowned  superdeal  louisiana  mario  marioloranca  ,0
611,"The Tata  TCIC BS4 CR  in the LPT  CRX is capable of achieving a peak torque of  Nm   rmin and lends great power to transport heavy loads such as bulk quantities of fruits and vegetables cement industrial goods agri-products etc. 
 TataTrucks  DeshKeTruck httpst.cofwxHNnPRH5",3
612,BMW  .0 crossover  .0 Diesel  X5 Raisen,0
613,Paramji23369207 Hi Paramjit we've responded to your concern via DM and have shared it with our team. They will soon connect with you and address the same.,3
614,AdeshCSE1 Hi Adesh thank you for writing to us. Please share your contact number vehicle model &amp; dealer details via DM so that the team can assist you further. httpst.coGpX5BQutJH,3
615,What would be a fair price for me to pay for a used car?,0
616,"""Zane is so excited to drive his new car... and by the looks of it so is his granddaughter!! ??",0
617,Nissan  .0 hatch  nan Other  Leaf Andhra Pradesh,0
618,Toyota  .0 sedan  .5 Petrol  Camry Rajura,0
619,jyopra Hi Jyothi we never want our customers to have such an experience with us. Please share your contact details booking number and the dealer information via DM so that our team can connect with you to assist further.,3
620,shushrutuvach Hi Baba suggestions really help us make the necessary improvements in our products and we thank you for sharing your valuable feedback. It has been shared with the relevant team for further consideration.,3
621,buyer i am looking for the car that is suitable for family the one that's quite big,0
622,Land Rover  .0 crossover  .5 Diesel  Range Rover Sport Sainthia,0
623,How much do I have to pay?,0
624,"The Prima Lx .S features an Impact and Crash Tested Cabin with Noise and Heat Insulation a Roof Lamp Ergonomic Controls Wider Cabin Footsteps for easy ingress and egress Wider Sleeper Berth and Tall Bucket Seats with Integrated Seat Belt.
 DeshKeTruck  TataTrucks httpst.coqLdWUNFhJk",3
625,GrittuC Hi Grittu we sincerely apologize for the inconvenience caused. We've shared your concern with our team and they will soon connect with you to assist further.,3
626,"Proud to announce that we have launched a promising new compact
truck Tata Intra! The truck promises to deliver superior performance at the lowest cost of operation to the discerning owners. motorindiatweet 
Know more httpst.cojlLtvj7xQY 
 ConnectingAspirations",3
627,Don't forget you can see it in the flesh at our Derby dealers  ,0
628,Audi  .0 vagon  .8 Gas  A4 Diphu,0
629,Vardan_here Hi Vishnu this is a fake letter. We are aware of the issue and have duly reported the same.,3
630,Toyota  .0 crossover  .5 Diesel  Land Cruiser  Guntur,0
631,Deeviash49 Hi Deeviash we understand that our team has connected with you through a call and has taken your concern forward. Rest assured that it will be resolved soon. We appreciate your patience in the meantime.,3
632,imsantoshverma Hi Santosh is there anything specific we can assist you with? Please explain your concern in detail via DM and we'd be glad to help.,3
633,sam4u1983 Hi Samkit we understand that our on-ground team has connected with you and provided the best possible resolution for your concern. For any further assistance we request you to get in touch with them and they will surely help you with it.,3
634,Audi  .0 crossover  .6 Petrol  Q7 Kerala,0
635,Make everlasting memories with your family in comfort of  TataWinger  seater. The new model now has outstanding features like   Extra luggage space Comfortable Push Back Seats Individual AC vents Multiple USB charging points  feet  inch roof height  GhumoIndiaSaathSaath httpst.coXG1EVPv4kB,3
636,Porsche  .0 crossover  .99 Diesel  Cayenne West Bengal,0
637,param1239 Hi Ramesh our team tried to contact you on the number provided however they were unable to connect with you. We request you to share an alternate contact number or a convenient time to help us get in touch with you accordingly.,3
638,kshyamk Hi Shyam apologies for the inconvenience. The upgraded features are available only on the newly produced cars and it won t be technically possible to integrate these features on older models as an after-fitment. (12),3
639,A chance to form bonds that last a lifetime   it s what drives seasoned explorers like Ajay Mittal to join the brotherhood for adventures like Iconic International Drive. Click the link to  DriveWithSOUL to Spiti and Ladakh. httpst.coMizXQzsCxk httpst.coVSRMmh9n5x,3
640,Kia  .0 crossover  .0 Diesel  Sportage Punjab,0
641,Mitsubishi  .0 crossover  .0 Gas  Pajero Wagon Pithoragarh,0
642,This site has valuable information on how you can get a good deal if you plan to buy a used car. But you will need to look for this information between many ads.,0
643,ashishkumardude Hi Ashish we understand that our team has connected with you and has taken your concern forward. You can rest assured that it will be resolved at the earliest.,3
644,lovingazmee Hi we're concerned to know about your experience and want to help you with it. Kindly share your contact number and the dealer details via DM as it will help us connect with you for further assistance.,3
645,sm1590 Hi Sanjeev please allow us some time to get this checked with our team and we'll get back to you soon with an update.,3
646,Steering gear binds or jams,0
647,Do you have a Used Vehicle Information Package? (For purchases in Ontario),0
648,Improperly functioning alternator generator battery or starter,0
649,Ab apne pairon par khada hona hua asaan. Tata Ace Gold se shuru karo khud ka kaarobaar .99% ki low interest rate ke saath.  KaamyabiKalAajAurKal  TataAceGold httpst.co1qaqvReGg3,3
650,Our inventory is primarily -Owner Carfax Certified cars and truck. Most of our vehicles are Factory Certification Eligible.,0
651,sharad_goil Hi Sharad thank you for sharing your contact number. Our team has been informed of this and shall soon connect with you to assist further.,3
652,AbhayMandhalkar Hi Abhay we'd like to better understand your concern. Kindly elaborate on it via DM and we'd be glad to help.,3
653,Auction rules prohibit us from taking retail customers to any auction.,0
654,deepak1795 Hi Deepak thank you for sharing the above details. However we also require the dealer details via DM so that we can have the relevant team connect with you to assist further.,3
655,Before asking your dealer do your own research online. You ll be able to get a sense of a vehicle s quality by other people s experiences.,0
656,BertrandGDsouza We really value your honest feedback Bertrand! We always aim at delivering the best of our products &amp; services to customers and constantly strive to make their experience even better.,3
657,"Sporty and premium the Tata Tiago will set your style in motion while you cruise through the city.
 FeelsLikeFun 
Click on the link to book a test drive httpst.co8YK2IDefOy httpst.coHTPw1LKfam",3
658,SacDbest Hi Sachin we're concerned to know about your experience and want to help you with it. Kindly share your contact number and the dealer details via DM as it will help us connect with you for further assistance.,3
659,What can I do if a dealer refuses to honor a warranty?,0
660,BMW  .0 crossover  .0 Diesel  X5 Medak,0
661,Visible leakage,0
662,Audi  .0 vagon  .99 Diesel  A6 Motipur,0
663,Mercedes-Benz  .0 sedan  .0 Diesel  S  Gujarat,0
664,LPT  L Turbotronn aaye Power-assisted Hydraulic Steering aur  ke steering ratio ke saath jo banaye driving kaafi aasan aur aaraamadaayak. Ab lambi yaatraon pe thakaan hogi kam!  GoIAL httpst.coq7LMDkoPWL,3
665,Ajay54237453 Hi Ajay we understand that our team has connected with you through a call and has taken your concern forward. Rest assured that it will be resolved soon. We appreciate your patience in the meantime.,3
666,Car Buyer Tell me about the VXI features.,0
667,p_asthana Hi Parag we're disappointed to know about the experience you've had. Please share your contact information vehicle chassis number and dealer details via DM so that our team can connect with you for quicker assistance. httpst.coGpX5BQutJH,3
668,bhaaratsharmaa Please let us know if there is anything specific you need our assistance with and we'd be happy to help.(22),3
669, newcar  charger  hemi thankful and very grateful for my new car right before my birthday on Saturday I ve waited a  ,0
670,TPSGrewal Hi Tajinder we trust that the concerns raised by you have been addressed to your satisfaction. Do get back to us if you need any further assistance and we d be glad to help you.,3
671,IM_Devang Hi Devang we would really like to know what went wrong. Could you please elaborate on your concern via DM so that we can soon have the relevant team assist you further. httpst.coGpX5BQM58h,3
672,bhaaratsharmaa Hi Bharat as per the update received from our team we understand that they have contacted you and confirmed that you will be visiting the workshop on Monday. If you require any further assistance feel free to connect with them and they'll definitely assist you with it.,3
673,9. Can You Hold the Vehicle While I Make a Decision?,0
674,Land Rover  .0 crossover  .0 Petrol  Range Rover Sport Gopalganj,0
675,r_prasant Hi Prasant we would really like to know what went wrong. Please elaborate on your concern and also share your contact information and car chassis number via DM so that we can better assist with your concern.,3
676,Devs3 Hi Dev thank you for sharing your input. We've shared it with the relevant team for further consideration.,3
677,Since we are different than the average lot where a vehicle sits -120 days on Average. We would like to make sure the vehicle is still available. Also sometime it may be an incoming vehicle or a customer has put a deposit hold.,0
678,BMW  .0 sedan  .0 Petrol   Periyasemur,0
679,"""View our wide range of affordable top quality pre-owned cars online. Contact us today for more information on our  ",0
680,Car Seller Onroad price for this will be  Lakhs  Thousand.,0
681,stayconnekt Hi Vinay we want to help you with this. Kindly DM us your contact number so that we can forward your concern to the relevant team.,3
682,dineshbhatudup5 Hi Dinesh thank you for writing to us. We suggest you to visit your nearest Tata Motors dealership as they will be able to assist you better with your requirement. Click here httpst.cov4cvJhDmnT to find the dealership that's closest to your location.,3
683,priyatayal4 Hi we have taken up Mr. Rahul's concern and our team is diligently working to get it resolved. You can rest assured that it will be addressed at the earliest.,3
684,rahulchimes Hi Rahul we have shared your issue to the concerned team. They will contact you on priority.,3
685,seller you're welcome,0
686,The all-new Tata INTRA assures driving Pleasure because it comes with ergonomically designed seats air conditioned cabin and amazing interiors. Get more details here httpst.cod1V50kD1fF   TataIntra  Indias1stCompactTruck httpst.cotpxxF96rgB,3
687,.,0
688,beastoftraal Also thank you for sharing your valuable feedback. We've shared it with the relevant team for further consideration.(22),3
689,shaishavkhare Hi Shaishav we have taken up your concern via Facebook. We request you to please check and acknowledge the same.,3
690,dineshbhatudup5 Hi Dinesh thank you for sharing the contact number. We've highlighted your concern with the relevant team and you can rest assured that they'll connect with you soon to resolve it at the earliest.,3
691,Car Buyer Ok!,0
692,RupBor Hi Rupjyoti the Harrier does not come with a sunroof and as per company policy we cannot disclose any information pertaining to our future product features. (12),3
693,BMW  .0 vagon  .0 Diesel   Andhra Pradesh,0
694,ianandj Hi Anand thank you for writing to us. As per company policy we cannot disclose any information pertaining to our future product strategies. Stay tuned to our website and social media pages to catch the latest updates.,3
695,With its largest loading area and the most fuel efficient SP CR Engine that belts out .5 kW (85 PS)   rmin the Tata RJ SFC  EX  is the ideal choice for every fast expanding business!  TataTrucks  DeshKeTruck httpst.cot3xX5ULSXn,3
696,MiliindL Hi Milind we never want our customers to have such an experience with us. Please share your friend's vehicle model contact details car chassis number and the dealer information via DM so that our team can connect with you to assist further.,3
697,msbisht Hi Manav we never want our customers to have such an experience with us. Please share your contact details vehicle model car chassis number and the dealer information via DM so that our team can connect with you to assist further. httpst.coGpX5BQutJH,3
698,Keep the cargo safe and untouched always with Tata Ace OEM fitted Container. Its leak proof design prevents water seepage and corrosion inside the container.  TataAce  TataAceContainer httpst.cohBc5IrOQww,3
699,Yes simply fill out our locater request and we will locate a vehicle that meets your requirements.,0
700,Through various practices at our plants we constantly work towards conserving and recycling water for all our operations.  SustainabilityMonth  ConnectingAspirations httpst.coIPUGmQGs0a,3
701,sushant_gnit Hi Sushant we never want our customers to have such an experience with us. Please share your contact details and car model via DM so that our team can connect with you to assist further. httpst.coGpX5BQutJH,3
702,Ponthamarai Hi we trust that the concerns raised by you have been addressed. Do get back to us if you need any further assistance and we d be glad to help you.,3
703,If you are you ll probably need to make arrangements to have someone drive you to the dealership so you can pick up your new car. But if the dealership delivers then you won t need to worry about that.,0
704,Here are some questions to ask when buying a car that can help you determine what you need a car for,0
705,JituMahajan1986 Hi Jitender we would like to know more about your concern. Kindly DM us your location &amp; contact details &amp; our team will contact you.,3
706,With style that s twice as incredible you will want to stay close to it all the time. Stay tuned to witness your favourite SUV that s  AboveAll in a brand new avatar.  DuetWithStyle httpst.coC5tyCkV4Tq,3
707,It is not comfortable.. going straight for since distance I'd okay... for fun.. make sure you are fully focused,0
708,KrupeshShah1901 Hi Krupesh we would really like to know what went wrong. Please elaborate on your concern via DM so that we can better assist you with it. httpst.coGpX5BQutJH,3
709,Mercedes-Benz  .0 other  .5 Petrol  CL  Sikandra Rao,0
710,Lexus  .0 crossover  .7 Petrol  LX  Tamil Nadu,0
711,Some dealers will hold the car overnight for a couple of days or even up to a couple of weeks while you make a decision.,0
712,Car Salesman Hello sir. Can I help you find a car today?,0
713,thepathan Hi Salman we regret the inconvenience caused and will definitely help you with this. Kindly share your contact details car chassis number &amp; dealer information via DM as it will help us to have the relevant team connect with you and assist further.,3
714,Powertrain warranties on the other hand cover nearly everything that the automakers manufacture. This includes the powertrain the air conditioning electrical system and even the stereo.,0
715,Tata Ace Zip Gold ki power speed aur stability ka advantage badhaye aap ka kaarobaar.  TataAceZipGold  TarakkiKiSpeedBadhao httpst.coPQWpAWxHHM,3
